split,row_index,x_path,reason
train,1035,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_64_160.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1036,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_64_192.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1037,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_64_224.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1038,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_64_256.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1039,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_64_288.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1040,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_64_320.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1041,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_64_352.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1042,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_64_384.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1046,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_96_0.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1047,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_96_32.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1048,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_96_64.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1049,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_96_96.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1050,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_96_128.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1051,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_96_160.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1052,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_96_192.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1053,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_96_224.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1054,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_96_256.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1055,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_96_288.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1056,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_96_320.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1057,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_96_352.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1058,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_96_384.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1062,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_128_0.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1063,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_128_32.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1064,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_128_64.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1065,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_128_96.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1066,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_128_128.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1067,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_128_160.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1068,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_128_192.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1069,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_128_224.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1070,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_128_256.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1071,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_128_288.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1072,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_128_320.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1073,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_128_352.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1074,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_128_384.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1077,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_160_0.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1078,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_160_32.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1079,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_160_64.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1080,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_160_96.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1081,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_160_128.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1082,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_160_160.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1083,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_160_192.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1084,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_160_224.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1085,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_160_256.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1086,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_160_288.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1087,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_160_320.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1088,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_160_352.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1089,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_160_384.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1093,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_192_0.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1094,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_192_32.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1095,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_192_64.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1096,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_192_96.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1097,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_192_128.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1098,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_192_160.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1099,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_192_192.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1100,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_192_224.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1101,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_192_256.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1102,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_192_288.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1103,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_192_320.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1104,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_192_352.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1105,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_192_384.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1106,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_192_416.npy,ValueError:Invalid SAR: nan_frac=0.583 > 0.5
train,1109,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_224_0.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1110,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_224_32.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1111,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_224_64.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1112,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_224_96.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1113,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_224_128.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1114,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_224_160.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1115,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_224_192.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1116,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_224_224.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1117,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_224_256.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1118,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_224_288.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1119,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_224_320.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1120,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_224_352.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1121,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_224_384.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1122,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_224_416.npy,ValueError:Invalid SAR: nan_frac=0.662 > 0.5
train,1125,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_256_0.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1126,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_256_32.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1127,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_256_64.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1128,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_256_96.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1129,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_256_128.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1130,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_256_160.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1131,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_256_192.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1132,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_256_224.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1133,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_256_256.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1134,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_256_288.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1135,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_256_320.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1136,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_256_352.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1137,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_256_384.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1138,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_256_416.npy,ValueError:Invalid SAR: nan_frac=0.746 > 0.5
train,1141,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_288_0.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1142,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_288_32.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1143,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_288_64.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1144,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_288_96.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1145,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_288_128.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1146,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_288_160.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1147,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_288_192.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1148,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_288_224.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1149,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_288_256.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1150,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_288_288.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1151,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_288_320.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1152,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_288_352.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1153,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_288_384.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1154,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_288_416.npy,ValueError:Invalid SAR: nan_frac=0.824 > 0.5
train,1157,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_320_0.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1158,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_320_32.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1159,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_320_64.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1160,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_320_96.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1161,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_320_128.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1162,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_320_160.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1163,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_320_192.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1164,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_320_224.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1165,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_320_256.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1166,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_320_288.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1167,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_320_320.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1168,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_320_352.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1169,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_320_384.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1170,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_320_416.npy,ValueError:Invalid SAR: nan_frac=0.906 > 0.5
train,1173,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_352_0.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1174,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_352_32.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1175,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_352_64.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1176,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_352_96.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1177,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_352_128.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1178,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_352_160.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1179,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_352_192.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1180,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_352_224.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1181,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_352_256.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1182,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_352_288.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1183,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_352_320.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1184,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_352_352.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1185,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_352_384.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1186,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_352_416.npy,ValueError:Invalid SAR: nan_frac=0.982 > 0.5
train,1189,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_384_0.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1190,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_384_32.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1191,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_384_64.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1192,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_384_96.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1193,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_384_128.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1194,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_384_160.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1195,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_384_192.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1196,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_384_224.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1197,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_384_256.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1198,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_384_288.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1199,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_384_320.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1200,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_384_352.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1201,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_384_384.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1202,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_384_416.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1205,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_416_0.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1206,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_416_32.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1207,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_416_64.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1208,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_416_96.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1209,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_416_128.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1210,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_416_160.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1211,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_416_192.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1212,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_416_224.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1213,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_416_256.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1214,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_416_288.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1215,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_416_320.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1216,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_416_352.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1217,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_416_384.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1218,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_416_416.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1221,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_448_0.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1222,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_448_32.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1223,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_448_64.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
train,1224,data/processed/patches/sen1floods11_handlabeled/train/Ghana_134751_448_96.npy,ValueError:Invalid SAR: nan_frac=1.000 > 0.5
